,drug2.conc,drug1.conc,effect
0,0.0,0.0,0.6276502403059153
1,0.0,0.15241579027587254,0.5630884875787379
2,0.0,0.4572473708276176,0.6832545409305798
3,0.0,1.3717421124828528,0.7524652636817224
4,0.0,1000.0,0.044394389806314744
5,0.0,4.115226337448559,0.7583452285852725
6,0.0,12.345679012345677,0.695787116459973
7,0.0,37.03703703703703,0.6430638676811461
8,0.0,333.3333333333333,0.10988593653828525
9,0.0,111.1111111111111,0.34511072406071164
10,0.617283950617284,0.4572473708276176,0.8023729390657535
11,0.617283950617284,1.3717421124828528,0.8914367281727583
12,0.617283950617284,4.115226337448559,0.8313537014968374
13,0.617283950617284,12.345679012345677,0.962101072537028
14,0.617283950617284,111.1111111111111,0.4114927777268501
15,0.617283950617284,333.3333333333333,0.17285001506004374
16,0.617283950617284,37.03703703703703,0.8491900315606135
17,0.617283950617284,0.15241579027587254,0.8859496339754587
18,0.617283950617284,0.0,0.8784065164154476
19,0.617283950617284,1000.0,0.04694804939694346
20,1.851851851851852,4.115226337448559,0.7970953759117875
21,1.851851851851852,1000.0,0.04071450085776771
22,1.851851851851852,0.15241579027587254,0.6806484985791176
23,1.851851851851852,37.03703703703703,1.0
24,1.851851851851852,333.3333333333333,0.11292413666662302
25,1.851851851851852,1.3717421124828528,0.694412068988096
26,1.851851851851852,111.1111111111111,0.3658542973507419
27,1.851851851851852,0.4572473708276176,0.771179004989458
28,1.851851851851852,0.0,0.6513403438928249
29,1.851851851851852,12.345679012345677,0.7629418158484043
30,5.555555555555556,1.3717421124828528,0.6242715522321604
31,5.555555555555556,0.0,0.4987624572753107
32,5.555555555555556,0.4572473708276176,0.5225704220740954
33,5.555555555555556,0.15241579027587254,0.5200560495540918
34,5.555555555555556,4.115226337448559,0.6652610625843035
35,5.555555555555556,333.3333333333333,0.06043661031154647
36,5.555555555555556,12.345679012345677,0.9522007307395136
37,5.555555555555556,37.03703703703703,0.41540838909914746
38,5.555555555555556,111.1111111111111,0.1740941056298372
39,5.555555555555556,1000.0,0.030080800408585535
40,16.666666666666668,1000.0,0.025418734694412068
41,16.666666666666668,333.3333333333333,0.040518065504642424
42,16.666666666666668,0.15241579027587254,0.18953392438548475
43,16.666666666666668,0.0,0.2119013632613507
44,16.666666666666668,111.1111111111111,0.06934167965322613
45,16.666666666666668,0.4572473708276176,0.20244627493092024
46,16.666666666666668,4.115226337448559,0.2776941108681133
47,16.666666666666668,37.03703703703703,0.16318539568627966
48,16.666666666666668,1.3717421124828528,0.4266706826783306
49,16.666666666666668,12.345679012345677,0.24706329147077696
50,50.0,0.4572473708276176,0.06443079582509396
51,50.0,1.3717421124828528,0.07938607404303244
52,50.0,1000.0,0.022446013017116066
53,50.0,111.1111111111111,0.03321067036838177
54,50.0,12.345679012345677,0.06926310551197601
55,50.0,0.0,0.08954832964471393
56,50.0,0.15241579027587254,0.04973743141132254
57,50.0,4.115226337448559,0.07416089364989982
58,50.0,37.03703703703703,0.04393604064902241
59,50.0,333.3333333333333,0.026741399405455665
