drug1.conc,drug2.conc,effect,model.effect,diff
0.0,0.0,0.706198929,0.7761629119915107,0.06996398299151063
0.0,0.1,0.092859791,0.7529282184853535,0.6600684274853535
0.0,0.033333333,0.234243756,0.6853303438519736,0.45108658785197353
0.0,0.011111111,0.455138818,0.49947450557641304,0.04433568757641304
0.0,0.003703704,0.702889878,0.2517194486073555,0.4511704293926445
0.0,0.001234568,0.88740019,0.11504010869221692,0.7723600813077831
1.0,0.0,0.039011566,0.7658395723513305,0.7268280063513305
1.0,0.1,0.011423111,0.7429097680448059,0.7314866570448059
1.0,0.033333333,0.014198739,0.6748257193616606,0.6606269803616606
1.0,0.011111111,0.023503579,0.49130770970113047,0.46780413070113047
1.0,0.003703704,0.034526409,0.2491436366981263,0.2146172276981263
1.0,0.001234568,0.039972297,0.11431677254028355,0.07434447554028356
0.333333333,0.0,0.088733109,0.7518192445596389,0.6630861355596389
0.333333333,0.1,0.014377716,0.7292311972260911,0.714853481226091
0.333333333,0.033333333,0.022357406,0.6602865525203937,0.6379291465203937
0.333333333,0.011111111,0.03609612,0.47930144733391195,0.44320532733391194
0.333333333,0.003703704,0.068831884,0.24467542767812678,0.17584354367812677
0.333333333,0.001234568,0.085489299,0.11281040718132566,0.02732110818132566
0.111111111,0.0,0.208468593,0.7201501748877186,0.5116815818877186
0.111111111,0.1,0.019979042,0.6981841935127845,0.6782051515127845
0.111111111,0.033333333,0.034931224,0.6269275025997355,0.5919962785997355
0.111111111,0.011111111,0.069862143,0.45034697103234095,0.38048482803234096
0.111111111,0.003703704,0.156856759,0.23251103220806912,0.07565427320806911
0.111111111,0.001234568,0.243379035,0.10826994489672703,0.13510909010327296
0.037037037,0.0,0.373478632,0.6539779606043985,0.2804993286043985
0.037037037,0.1,0.030168119,0.632969085506345,0.602800966506345
0.037037037,0.033333333,0.062184395,0.5561266781252933,0.49394228312529326
0.037037037,0.011111111,0.137302081,0.38578188004268027,0.24847979904268028
0.037037037,0.003703704,0.231290831,0.2021633370410104,0.029127493958989614
0.037037037,0.001234568,0.373826011,0.09600838476663906,0.2778176262333609
0.012345679,0.0,0.500130854,0.5357309484200014,0.03560009442000134
0.012345679,0.1,0.048775889,0.5162019785423726,0.4674260895423726
0.012345679,0.033333333,0.11754831,0.42982931328291196,0.312281003282912
0.012345679,0.011111111,0.328063404,0.2688686544887167,0.059194749511283284
0.012345679,0.003703704,0.436662649,0.1435286125193783,0.29313403648062175
0.012345679,0.001234568,0.528595693,0.07134034362899162,0.45725534937100837
0.004115226,0.0,0.650910676,0.3735066243613192,0.27740405163868076
0.004115226,0.1,0.075569859,0.35732278740602264,0.2817529284060226
0.004115226,0.033333333,0.206734852,0.2688892404507623,0.06215438845076229
0.004115226,0.011111111,0.366310318,0.13356625990640447,0.23274405809359555
0.004115226,0.003703704,0.52383974,0.07503893291339386,0.44880080708660613
0.004115226,0.001234568,0.677063375,0.04240222146379918,0.6346611535362008
0.001371742,0.0,0.604187522,0.21622764986484588,0.38795987213515415
0.001371742,0.1,0.102049629,0.205841447992921,0.103791818992921
0.001371742,0.033333333,0.235270163,0.13949443124184327,0.09577573175815673
0.001371742,0.011111111,0.490263792,0.05282084327345063,0.4374429487265493
0.001371742,0.003703704,0.5327169,0.03327665067855901,0.49944024932144104
0.001371742,0.001234568,0.89982983,0.024236154625577835,0.8755936753744222
0.000457247,0.0,0.649220573,0.10749626323913039,0.5417243097608696
0.000457247,0.1,0.107366331,0.10242848377290453,0.004937847227095463
0.000457247,0.033333333,0.357580898,0.06715814043427236,0.2904227575657276
0.000457247,0.011111111,0.380759823,0.025286475446449113,0.35547334755355087
0.000457247,0.003703704,0.675496893,0.018752975979927436,0.6567439170200726
0.000457247,0.001234568,0.831888235,0.017056314607349195,0.8148319203926507
0.000152416,0.0,0.784670366,0.04868713728017766,0.7359832287198222
0.000152416,0.1,0.152198474,0.04677747749065472,0.10542099650934528
0.000152416,0.033333333,0.220996123,0.03295444719511451,0.18804167580488548
0.000152416,0.011111111,0.557630852,0.017324325888403373,0.5403065261115966
0.000152416,0.003703704,0.602486901,0.015142113806497317,0.5873447871935027
0.000152416,0.001234568,0.706817191,0.014865089789629159,0.6919521012103708
